S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
1	1142	34	1175	pa_ill_pa_contig67	contig_293	99.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	191344	192503	1176	pa_ill_pa_contig13	contig_293	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	192504	192995	pa_ill_pa_contig80	contig_293	99.17		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	194232	192996	pa_ill_pa_contig65	contig_293	95.64		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	889	195066	194233	pa_ill_pa_contig71	contig_293	99.36		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	258570	195067	453642	pa_ill_pa_contig8	contig_293	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	548	453643	454135	pa_ill_pa_contig79	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	26794	480930	454136	pa_ill_pa_contig39	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	3009	480931	483884	pa_ill_pa_contig51	contig_293	99.28		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6590	490474	483885	pa_ill_pa_contig42	contig_293	99.82		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1079	490475	491498	pa_ill_pa_contig48	contig_293	99.54		True
local misassembly
1235	3667	491654	494086	pa_ill_pa_contig48	contig_293	99.44		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	30768	494087	524856	pa_ill_pa_contig38	contig_293	99.97		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	930	525731	524857	pa_ill_pa_contig69	contig_293	98.48		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	68331	594066	525732	pa_ill_pa_contig28	contig_293	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	799	595499	594756	pa_ill_pa_contig75	contig_293	98.62		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	6148	595500	601645	pa_ill_pa_contig43	contig_293	99.97		True
fake: not a misassembly [fragmentation of reference genome]
56	799	603078	602335	pa_ill_pa_contig75	contig_293	99.12		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	3238	606316	603079	pa_ill_pa_contig50	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	607888	606317	pa_ill_pa_contig58	contig_293	99.76		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	4971	612859	607889	pa_ill_pa_contig46	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1627	614431	612860	pa_ill_pa_contig58	contig_293	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1661	614432	616092	pa_ill_pa_contig59	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1028	616093	617065	pa_ill_pa_contig68	contig_293	99.51		True
fake: not a misassembly [fragmentation of reference genome]
1	690	617870	617181	pa_ill_pa_contig76	contig_293	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	592	618462	617871	pa_ill_pa_contig77	contig_293	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1028	619221	620248	pa_ill_pa_contig68	contig_293	99.81		True
fake: not a misassembly [fragmentation of reference genome]
56	690	620998	620364	pa_ill_pa_contig76	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
34236	173697	760537	620999	pa_ill_pa_contig15	contig_293	99.94		True
local misassembly
1	34328	794865	760538	pa_ill_pa_contig15	contig_293	99.86		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1203	794866	796013	pa_ill_pa_contig64	contig_293	99.52		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	106796	902810	796014	pa_ill_pa_contig21	contig_293	100.0		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1437	904192	902811	pa_ill_pa_contig61	contig_293	99.87		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	204999	904193	1109081	pa_ill_pa_contig12	contig_293	99.94		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	872	1109898	1109082	pa_ill_pa_contig73	contig_293	97.63		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	56682	1166583	1109899	pa_ill_pa_contig30	contig_293	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1413	1167941	1166584	pa_ill_pa_contig62	contig_293	99.93		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	23992	1191933	1167942	pa_ill_pa_contig40	contig_293	100.0		True
translocation
56	702	1192580	1191934	pa_ill_pa_contig8	contig_293	99.05		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	889	1192581	1193469	pa_ill_pa_contig71	contig_293	98.83		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	1237	1193470	1194706	pa_ill_pa_contig65	contig_293	99.68		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	547	1195198	1194707	pa_ill_pa_contig80	contig_293	99.34		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	118702	1313908	1195199	pa_ill_pa_contig19	contig_293	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5452	1313909	1319305	pa_ill_pa_contig45	contig_293	99.47		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	111212	1319306	1430517	pa_ill_pa_contig20	contig_293	99.98		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	266935	1697458	1430518	pa_ill_pa_contig6	contig_293	99.99		True
relocation, inconsistency = -3525
2917	3517	1698067	1697467	pa_ill_pa_contig6	contig_293	94.81		True
translocation
1	47071	1698068	1745140	pa_ill_pa_contig35	contig_293	99.99		True
fake: not a misassembly [fragmentation of reference genome]
56	2207	1747970	1745819	pa_ill_pa_contig55	contig_293	99.5		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	847683	1747971	2595672	pa_ill_pa_contig1	contig_293	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	1142	2595673	2596759	pa_ill_pa_contig67	contig_293	99.08		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	61716	2658476	2596760	pa_ill_pa_contig29	contig_293	99.99		True
indel: indel (> 5bp) [fragmentation of reference genome]
56	5658	2664080	2658477	pa_ill_pa_contig44	contig_293	99.96		True
indel: indel (> 5bp) [fragmentation of reference genome]
1	38146	2702227	2664081	pa_ill_pa_contig36	contig_293	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	3511	2702816	2706326	pa_ill_pa_contig49	contig_293	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	1538	2708236	2706699	pa_ill_pa_contig60	contig_293	100.0		True
fake: not a misassembly [fragmentation of reference genome]
1	265097	2973788	2708687	pa_ill_pa_contig7	contig_293	100.0		True
local misassembly
1	77	2974244	2974168	pa_ill_pa_contig7	contig_293	98.7		True
local misassembly
1	123	2974586	2974464	pa_ill_pa_contig7	contig_293	99.19		True
fake: not a misassembly [fragmentation of reference genome]
