Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_v2_1_MP	7	7	7	7	24074864	24074864	24074864	24074864	7	4765873	24074864	2820294	44.80	37.44	4045598	4765873	2845425	4765873	3	1	5	1	1	1	2845425	16	0	0	6	0 + 6 part	21097387	99.954	1.056	0.00	249.57	15.29	2390859	2972048	2390859	2390859	1	1
r10_1bin_v2_1_MP_helen	7	7	7	7	24069434	24069434	24069434	24069434	7	4765292	24069434	2820294	44.80	37.44	4045624	4765292	2845362	4765292	3	1	5	1	1	1	2845362	16	0	0	6	0 + 6 part	21091591	99.954	1.057	0.04	251.66	15.75	2390840	2972362	2390840	2390840	1	1
r10_1bin_v2_1_r1_medaka	7	7	7	7	24071998	24071998	24071998	24071998	7	4765363	24071998	2820294	44.80	37.44	4045593	4765363	2845428	4765363	3	1	5	1	1	1	2845428	16	0	0	6	0 + 6 part	21094767	99.954	1.056	0.00	247.94	14.58	2390855	2971802	2390855	2390855	1	1
r10_1bin_v2_1_r2_medaka	7	7	7	7	24064261	24064261	24064261	24064261	7	4765370	24064261	2820294	44.80	37.44	4045588	4765370	2845425	4765370	3	1	5	1	1	1	2845425	16	0	0	6	0 + 6 part	21088130	99.954	1.056	0.00	244.71	13.84	2390852	2970702	2390852	2390852	1	1
r10_1bin_v2_1_racon_r1	7	7	7	7	24059992	24059992	24059992	24059992	7	4764541	24059992	2820294	44.78	37.44	4045161	4764541	2845303	4764541	3	1	5	1	1	1	2845303	16	0	0	6	0 + 6 part	21085780	99.954	1.055	0.00	238.39	22.74	2390750	2968782	2390750	2390750	1	1
r10_1bin_v2_1_racon_r2	7	7	7	7	24055964	24055964	24055964	24055964	7	4764622	24055964	2820294	44.78	37.44	4045292	4764622	2845317	4764622	3	1	5	1	1	1	2845317	16	0	0	6	0 + 6 part	21081270	99.954	1.055	0.00	240.24	21.11	2390766	2969264	2390766	2390766	1	1
r10_1bin_v2_1_raw	7	7	7	7	24060023	24060023	24060023	24060023	7	4763407	24060023	2820294	44.77	37.44	4043043	4763407	2843846	4763407	3	1	5	1	1	1	2843846	20	0	0	6	0 + 7 part	21152205	99.948	1.032	0.00	146.97	126.82	2387725	2906087	2387725	2387725	1	1
r10_1bin_v2_2_MP	7	7	7	7	24074405	24074405	24074405	24074405	7	4765365	24074405	2820294	44.80	37.44	4045604	4765365	2845427	4765365	3	1	5	1	1	1	2845427	16	0	0	6	0 + 6 part	21097440	99.954	1.056	0.00	248.47	15.58	2594074	2971589	2594074	2594074	1	1
r10_1bin_v2_2_MP_helen	7	7	7	7	24069671	24069671	24069671	24069671	7	4765330	24069671	2820294	44.80	37.44	4045480	4765330	2845365	4765330	3	1	5	1	1	1	2845365	16	0	0	6	0 + 6 part	21090841	99.954	1.057	0.00	254.01	15.75	2594005	2973447	2594005	2594005	1	1
r10_1bin_v2_2_r1_medaka	7	7	7	7	24071816	24071816	24071816	24071816	7	4765353	24071816	2820294	44.80	37.44	4045604	4765353	2845431	4765353	3	1	5	1	1	1	2845431	16	0	0	6	0 + 6 part	21094417	99.954	1.056	0.00	247.62	13.23	2594076	2972023	2594076	2594076	1	1
r10_1bin_v2_2_r2_medaka	7	7	7	7	24060875	24060875	24060875	24060875	7	4765356	24060875	2820294	44.80	37.44	4045608	4765356	2845433	4765356	3	1	5	1	1	1	2845433	16	0	0	6	0 + 6 part	21082959	99.954	1.057	0.00	251.17	13.98	2594078	2972540	2594078	2594078	1	1
r10_1bin_v2_2_racon_r1	7	7	7	7	24059808	24059808	24059808	24059808	7	4764481	24059808	2820294	44.78	37.44	4045229	4764481	2845282	4764481	3	1	5	1	1	1	2845282	16	0	0	6	0 + 6 part	21086085	99.954	1.055	0.00	234.88	21.00	2593949	2968346	2593949	2593949	1	1
r10_1bin_v2_2_racon_r2	7	7	7	7	24052467	24052467	24052467	24052467	7	4764622	24052467	2820294	44.78	37.44	4045315	4764622	2845346	4764622	3	1	5	1	1	1	2845346	16	0	0	6	0 + 6 part	21076942	99.954	1.056	0.00	241.98	20.26	2594003	2970150	2594003	2594003	1	1
r10_1bin_v2_2_raw	7	7	7	7	24060967	24060967	24060967	24060967	7	4763482	24060967	2820294	44.77	37.44	4042940	4763482	2843855	4763482	3	1	5	1	1	1	2843855	20	0	0	6	0 + 7 part	21149560	99.949	1.033	0.00	154.38	125.36	2589973	2909721	2589973	2589973	1	1
r10_1bin_v2_3_MP	7	7	7	7	24075545	24075545	24075545	24075545	7	4765372	24075545	2820294	44.80	37.44	4045596	4765372	2845434	4765372	3	1	5	1	1	1	2845434	16	0	0	6	0 + 6 part	21098067	99.954	1.056	0.00	249.43	15.36	2594078	2972102	2594078	2594078	1	1
r10_1bin_v2_3_MP_helen	7	7	7	7	24072103	24072103	24072103	24072103	7	4765362	24072103	2820294	44.81	37.44	4045614	4765362	2845416	4765362	3	1	5	1	1	1	2845416	16	0	0	6	0 + 6 part	21094339	99.954	1.057	0.00	249.86	14.48	2594060	2972388	2594060	2594060	1	1
r10_1bin_v2_3_r1_medaka	7	7	7	7	24075113	24075113	24075113	24075113	7	4765559	24075113	2820294	44.80	37.44	4045597	4765559	2845426	4765559	3	1	5	1	1	1	2845426	16	0	0	6	0 + 6 part	21096559	99.954	1.057	0.00	251.95	14.23	2594074	2973178	2594074	2594074	1	1
r10_1bin_v2_3_r2_medaka	7	7	7	7	24069593	24069593	24069593	24069593	7	4765361	24069593	2820294	44.80	37.44	4045593	4765361	2845429	4765361	3	1	5	1	1	1	2845429	16	0	0	6	0 + 6 part	21092427	99.954	1.056	0.00	248.29	13.84	2594074	2971790	2594074	2594074	1	1
r10_1bin_v2_3_racon_r1	7	7	7	7	24065155	24065155	24065155	24065155	7	4764967	24065155	2820294	44.79	37.44	4045228	4764967	2845240	4764967	3	1	5	1	1	1	2845240	16	0	0	6	0 + 6 part	21091093	99.954	1.055	0.00	238.22	21.96	2593911	2968684	2593911	2593911	1	1
r10_1bin_v2_3_racon_r2	7	7	7	7	24060597	24060597	24060597	24060597	7	4764598	24060597	2820294	44.79	37.44	4045344	4764598	2845336	4764598	3	1	5	1	1	1	2845336	16	0	0	6	0 + 6 part	21084544	99.954	1.056	0.00	244.60	21.86	2593990	2970678	2593990	2593990	1	1
r10_1bin_v2_3_raw	7	7	7	7	24062694	24062694	24062694	24062694	7	4763422	24062694	2820294	44.77	37.44	4043027	4763422	2843848	4763422	3	1	5	1	1	1	2843848	19	0	0	6	0 + 7 part	21154983	99.953	1.032	0.00	146.54	127.77	2589979	2906025	2589979	2589979	1	1
