Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
r10_1bin_1_MP	8	8	8	8	30866736	30866736	30866736	30866736	8	6792242	30866736	6728151	49.50	66.21	4758939	6792242	2992084	6792242	3	1	5	1	8	1	6792242	11	0	0	7	0 + 8 part	24046925	99.893	1.015	0.00	58.94	5.42	1643839	6816059	1274461	1070336	3	4
r10_1bin_1_MP_helen	8	8	8	8	30862385	30862385	30862385	30862385	8	6792185	30862385	6728151	49.51	66.21	4757842	6792185	2992067	6792185	3	1	5	1	6	1	6792185	11	0	0	7	0 + 8 part	24043250	99.893	1.015	0.00	56.18	5.06	2052185	6815383	1643838	1070326	2	4
r10_1bin_1_r1_medaka	8	8	8	8	30864454	30864454	30864454	30864454	8	6792243	30864454	6728151	49.50	66.21	4758592	6792243	2992075	6792243	3	1	5	1	6	1	6792243	11	0	0	7	0 + 8 part	24044496	99.893	1.015	0.00	56.63	3.65	2052213	6816206	1643849	1070328	2	4
r10_1bin_1_r2_medaka	8	8	8	8	30856532	30856532	30856532	30856532	8	6792248	30856532	6728151	49.50	66.21	4758097	6792248	2992074	6792248	3	1	5	1	6	1	6792248	11	0	0	7	0 + 8 part	24036870	99.893	1.015	0.00	56.15	3.60	2052213	6815910	1643849	1070330	2	4
r10_1bin_1_racon_r1	8	8	8	8	30852547	30852547	30852547	30852547	8	6791549	30852547	6728151	49.49	66.21	4757948	6791549	2991894	6791549	3	1	5	1	6	1	6791549	11	0	0	7	0 + 8 part	24033659	99.893	1.015	0.00	58.98	15.68	2052050	6815136	1643649	1070234	2	4
r10_1bin_1_racon_r2	8	8	8	8	30847337	30847337	30847337	30847337	8	6791659	30847337	6728151	49.49	66.21	4757880	6791659	2991958	6791659	3	1	5	1	6	1	6791659	11	0	0	7	0 + 8 part	24028137	99.893	1.015	0.00	59.23	14.75	2052085	6815448	1643667	1070253	2	4
r10_1bin_1_raw	7	7	7	7	28006130	28006130	28006130	28006130	7	6788581	28006130	6728151	50.69	66.21	4756088	6788581	2990628	6788581	3	1	5	1	10	1	6788581	25	0	0	5	0 + 7 part	21234710	99.878	1.008	0.00	64.03	97.15	2098630	6768945	1471418	610213	2	4
r10_1bin_2_MP	8	8	8	8	30866510	30866510	30866510	30866510	8	6792253	30866510	6728151	49.50	66.21	4758938	6792253	2992085	6792253	3	1	5	1	6	1	6792253	11	0	0	7	0 + 8 part	24047423	99.894	1.015	0.00	58.44	5.48	1643841	6815335	1274471	1070337	3	4
r10_1bin_2_MP_helen	8	8	8	8	30862392	30862392	30862392	30862392	8	6792197	30862392	6728151	49.51	66.21	4757859	6792197	2992067	6792197	3	1	5	1	6	1	6792197	11	0	0	7	0 + 8 part	24043332	99.894	1.015	0.03	56.20	5.13	1643830	6815298	1274461	1070325	3	4
r10_1bin_2_r1_medaka	8	8	8	8	30864952	30864952	30864952	30864952	8	6792245	30864952	6728151	49.50	66.21	4758591	6792245	2992074	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24045182	99.894	1.015	0.00	56.53	3.63	1643850	6816018	1274469	1070331	3	4
