Assembly	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NGA50	NGA75	LGA50	LGA75
MP_helen_r10_1	8	8	8	8	30864326	30864326	30864326	30864326	8	6792182	30864326	6728151	49.51	66.21	4757850	6792182	2992057	6792182	3	1	5	1	6	1	6792182	11	0	0	7	0 + 8 part	24046027	99.893	1.015	0.00	55.23	5.04	2052185	6814547	1643838	1070324	2	4
MP_helen_r10_2	8	8	8	8	30862898	30862898	30862898	30862898	8	6792182	30862898	6728151	49.51	66.21	4758004	6792182	2992066	6792182	3	1	5	1	6	1	6792182	11	0	0	7	0 + 8 part	24044470	99.893	1.015	0.00	55.41	5.04	2052185	6814676	1643838	1070324	2	4
MP_helen_r10_3	8	8	8	8	30864265	30864265	30864265	30864265	8	6792182	30864265	6728151	49.51	66.21	4757772	6792182	2992057	6792182	3	1	5	1	6	1	6792182	11	0	0	7	0 + 8 part	24045837	99.893	1.015	0.00	55.41	5.04	2052185	6814676	1643838	1070324	2	4
MP_r10_1	8	8	8	8	30868202	30868202	30868202	30868202	8	6792248	30868202	6728151	49.50	66.21	4758987	6792248	2992056	6792248	3	1	5	1	8	1	6792248	11	0	0	7	0 + 8 part	24049287	99.893	1.015	0.00	58.12	5.46	1643840	6815163	1274462	1070335	3	4
MP_r10_2	8	8	8	8	30867654	30867654	30867654	30867654	8	6792248	30867654	6728151	49.50	66.21	4759001	6792248	2992083	6792248	3	1	5	1	8	1	6792248	11	0	0	7	0 + 8 part	24048525	99.893	1.015	0.00	58.40	5.46	1643840	6815377	1274462	1070335	3	4
MP_r10_3	8	8	8	8	30868747	30868747	30868747	30868747	8	6792248	30868747	6728151	49.50	66.21	4758968	6792248	2992056	6792248	3	1	5	1	8	1	6792248	11	0	0	7	0 + 8 part	24049809	99.893	1.015	0.00	58.12	5.46	1643840	6815186	1274462	1070335	3	4
r1_medaka_r10_1	8	8	8	8	30867074	30867074	30867074	30867074	8	6792245	30867074	6728151	49.50	66.21	4758591	6792245	2992047	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24048256	99.893	1.015	0.00	55.34	3.62	2052214	6815066	1643848	1070329	2	4
r1_medaka_r10_2	8	8	8	8	30864387	30864387	30864387	30864387	8	6792245	30864387	6728151	49.50	66.21	4758589	6792245	2992072	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24045248	99.893	1.015	0.00	55.75	3.60	2052214	6815387	1643848	1070329	2	4
r1_medaka_r10_3	8	8	8	8	30867120	30867120	30867120	30867120	8	6792245	30867120	6728151	49.50	66.21	4758585	6792245	2992048	6792245	3	1	5	1	6	1	6792245	11	0	0	7	0 + 8 part	24047993	99.893	1.015	0.00	55.74	3.60	2052214	6815375	1643848	1070329	2	4
r2_medaka_r10_1	8	8	8	8	30860600	30860600	30860600	30860600	8	6792246	30860600	6728151	49.50	66.21	4758094	6792246	2992047	6792246	3	1	5	1	6	1	6792246	11	0	0	7	0 + 8 part	24041790	99.893	1.015	0.00	55.32	3.53	2052214	6815058	1643848	1070329	2	4
